nprep	nom_prep	prct	cantidad	cod_ec
Viche de mondongo	sal	0.002575107	12	875
Viche de mondongo	comino	0.000965665	4.5	871
Viche de mondongo	pimienta	0.000321888	1.5	873
Viche de pescado	agua	0.513418903	2200	878
Viche de pescado	yuca	0.142590432	611	135
Viche de pescado	cebolla paiteña	0.063010502	270	92
Viche de pescado	leche entera	0.056009335	240	387
Viche de pescado	plátano verde	0.053908985	231	197
Viche de pescado	pescado albacora	0.052975496	227	218
Viche de pescado	mani molido	0.046674446	200	68
Viche de pescado	choclo tierno	0.032905484	141	106
Viche de pescado	pimiento verde	0.0168028	72	119
Viche de pescado	culantro	0.006534422	28	97
Viche de pescado	aceite de palma	0.005600933	24	440
Viche de pescado	aliño	0.003033839	13	870
Viche de pescado	ajo	0.002800467	12	80
Viche de pescado	sal	0.002333722	10	875
Viche de pescado	comino	0.001050175	4.5	871
Viche de pescado	pimienta	0.000350058	1.5	873
yahuarlocro	agua	0.346470333	2000	878
yahuarlocro	papas	0.25985275	1500	133
yahuarlocro	leche entera	0.173235167	1000	387
yahuarlocro	menudo borrego	0.069294067	400	298
yahuarlocro	sangre de borrego	0.05197055	300	361
yahuarlocro	cebolla blanca	0.04157644	240	91
yahuarlocro	pasta de maní	0.022347337	129	69
yahuarlocro	aguacate	0.011087051	64	76
yahuarlocro	achiote	0.009354699	54	889
yahuarlocro	sal	0.005197055	30	875
yahuarlocro	aceite de palma	0.004157644	24	440
yahuarlocro	ajo	0.002598528	15	80
yahuarlocro	comino	0.001299264	7.5	871
yahuarlocro	culantro	0.001039411	6	97
yahuarlocro	orégano	0.00034647	2	115
yahuarlocro	pimienta	0.000173235	1	873
